Node ID,Von Mises Stress,Stress X,Stress Y,Displacement X,Displacement Y,Shear
17700,44544794.7416,48253806.7500,8725449.24418,3.40058505535e-05,-1.14242476411e-06,-487014.658749
17701,44983500.0258,48472222.0103,8100528.39915,3.83092202246e-05,-1.69857451692e-06,-574751.707415
17702,93031266.2765,98219427.7445,14765032.1325,0.000242299824953,1.57284811139e-05,-8943663.51763
17703,95925493.9332,100738353.729,14818549.1562,0.000242336347699,1.56988501549e-05,-10435377.6773
17704,73333764.1806,71416350.6826,-1976775.40282,0.000222736179829,7.36175756902e-06,-6644900.24249
17705,60878000.2287,49550877.5711,-9719655.83165,0.000317257285118,-2.79226079583e-05,-14997247.0601
17706,60756268.6328,49938604.9906,-8803776.58208,0.00031651777029,-2.84614507109e-05,-15058830.2612
17707,72715124.2322,79282985.0515,15811980.0886,0.000269683092833,1.67616251856e-05,-1329140.08697
17708,71224496.2485,77599976.2217,15398886.0448,0.000269858628511,1.67325716466e-05,-1732056.17070
17709,55979491.3240,55790556.6352,273928.840212,0.000237635850906,-5.01098334789e-05,-3479695.61390
17710,55108245.5709,55052444.4580,454335.488379,0.000240543022752,-5.16403503716e-05,-3212109.77435
17711,87978925.9338,90430238.0880,12177495.0027,0.000283958762884,1.19842188433e-05,13109612.7033
17712,71873692.9534,68768210.4565,-4872463.75992,0.000297079652548,3.63693875261e-06,5097367.06529
17713,53880680.3106,53903123.0291,471274.718146,0.000288381069899,-5.62600120902e-05,2754518.57249
17714,54097002.5407,-598980.582630,-54393031.4382,0.000340763032436,-1.52080757543e-05,-187444.907147
17715,50962167.5893,-1138258.66580,-51520631.7902,0.000340867072344,-1.54428463429e-05,195957.613488
17716,26763079.2583,961786.922812,-25687469.7367,0.000339590996504,-1.92152578384e-05,-3203404.61334
17717,37073325.3531,31568885.1674,-2820783.11841,0.000343930751085,-1.92147698253e-05,-9675245.84134
17718,39244173.1128,33459730.7841,-3235367.63589,0.000343534052372,-1.96021031588e-05,-10030443.7478
17719,32981989.5504,14857288.0427,-15127552.9861,0.000188505858183,-6.22315751389e-06,-11739894.3106
17720,31025118.5772,12973418.0768,-15909223.6360,0.000188141271472,-6.05722749606e-06,-10563269.6946
17721,52174840.5147,51794730.5044,-174017.813484,0.000146261423826,-2.40513812751e-05,3187286.55577
17722,85038987.0035,92072075.2989,16843118.7698,0.000269908249378,1.65195316076e-05,2674104.86511
