Node ID,Equivalent Stress,Stress X,Stress Y,Deformation X,Deformation Y,Shear
3240,48905860.9669,-55128185.3333,-6344105.75,-0.000489902391564,0.000167432852322,1322364.28125
3241,48841450.0585,-54624092.0,-5960800.14286,-0.000496970082168,0.000171900042915,440472.583008
3242,66313926.4400,-59479628.5714,8846379.21429,-0.000399188371375,5.46768060303e-05,-11422124.4286
3243,53071292.2270,-58960654.0,-4968747.54167,-0.000535518513061,0.00013961919467,-3774453.625
3244,54915818.2778,-59378831.4286,-3181360.58929,-0.000543383008335,0.000135442853207,-3859544.67857
3245,61760462.2579,-78605986.6667,-11425447.0,-0.000536092906259,-0.000101871766674,-1192622.65234
3246,37932044.4329,-6808278.71429,17571993.5714,-0.000326226465404,1.30086646095e-05,-8648400.42857
3247,33673760.0561,-48485567.4286,-14048622.2857,-2.66359184025e-05,1.38469558806e-05,1976844.98214
3248,49137333.3335,-53998778.8571,-5098842.71429,-0.000501101545524,-0.000179886468686,3607.78404018
3249,67614630.8452,-66318410.6667,-14226780.6667,-0.00058563624043,7.13036279194e-05,25260884.0
3250,67295114.2051,-70357776.0,-11033077.5714,-0.000579310581088,7.3112307291e-05,20782884.8571
3251,71665207.2058,-69864682.4,-17705565.6,-0.000583858462051,7.31649633963e-05,29028730.8
3252,37627695.8588,-4815130.125,20555233.6667,-0.000326365465298,1.49849965965e-05,-6479322.83333
3253,40824865.2874,-42384432.5714,-2665540.32143,-0.000258540705545,-1.61100178957e-05,1919553.96429
3254,48655165.7523,-8133849.45833,15638020.5,-0.00065582152456,2.47450752795e-05,6015852.29167
3255,48908767.8280,-4078823.10677,19012615.1667,-0.000659417593852,2.38313241425e-05,2616676.23438
3256,49818234.2768,-3394652.86458,20893293.6667,-0.000662242469843,2.01720977202e-05,2774784.68359
3257,62976198.7556,-51055366.6667,9938327.66667,-0.000383927166695,4.45748955826e-05,-14650657.5
3258,47561693.5493,-4194366.94643,16564840.7143,-0.000656590797007,2.80743224721e-05,1777415.96429
3259,49286518.4075,-1077705.58594,20662683.6667,-0.000660379067995,2.65925900749e-05,-1902456.14063
3260,49635265.3399,-8175076.0,16574185.6667,-0.000658830336761,-2.114012932e-05,-7267680.0
3261,49004182.1793,-5983579.0,17795241.3333,-0.000658675620798,-2.38547090703e-05,-4653317.20833
3262,48142881.6130,-7687601.0,15223624.1667,-0.000655028154142,-2.75355305348e-05,-5347642.16667
3263,48508913.5417,-3406765.64583,18705272.1667,-0.00065881118644,-2.68266903731e-05,-1288337.77604
3264,49869130.7709,-2430473.14583,21639790.3333,-0.000661609577946,-2.3470072847e-05,-650444.119792
3265,49241497.1514,-12702226.6667,12894091.5,-0.000651028414723,-2.83213685179e-05,-8726943.83333
3266,47269045.3578,-9744181.91667,12176495.8333,-0.000651224923786,-3.11025141855e-05,-6369434.16667
3267,48736733.8991,-14998337.5714,10484573.2143,-0.000646558939479,-3.23173517245e-05,-9320929.07143
3268,46046078.4625,-12525650.5714,7885386.42857,-0.000645769236144,-3.61193015124e-05,-7530355.57143
3269,46120772.8013,-16066888.3333,4646933.54167,-0.000640833342914,-3.95643219235e-05,-9613089.66667
3270,57944519.6910,-42541708.0,9467928.08333,-0.000373295159079,-4.00524841098e-05,16068797.1667
3271,57934546.5338,-44794354.6667,7520593.16667,-0.000378267926862,-4.3989988626e-05,16063563.1667
3272,60242320.0577,-49671940.6667,6925820.25,-0.000385301711503,-4.7953784815e-05,15468534.8333
3273,53911312.6391,-38252752.8571,7530040.42857,-0.0003703389375,-4.01642937504e-05,16123773.5714
3274,58561748.8014,-48897348.6667,6795567.25,-0.000635741220322,-5.68637005927e-05,-8192939.91667
3275,59708502.2582,-51420348.6667,6842809.75,-0.000628705776762,-6.35983233224e-05,-7203814.0
